problem,solution,probes,positives,negatives,item_space,answer_raw,features,depth,base_rate,neg_types,edit_distance_stats,neg_provenance
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 204
  2. 565
  3. 013
  4. 420
  5. 350
  6. 404

Group B (negative examples):
  1. 464
  2. 351
  3. 023
  4. 426
  5. 254
  6. 563",the Roman numeral length is exactly 4,"[{""item"": ""080"", ""label"": ""A""}, {""item"": ""903"", ""label"": ""B""}, {""item"": ""964"", ""label"": ""B""}, {""item"": ""722"", ""label"": ""B""}, {""item"": ""271"", ""label"": ""B""}, {""item"": ""936"", ""label"": ""B""}, {""item"": ""611"", ""label"": ""A""}, {""item"": ""141"", ""label"": ""A""}, {""item"": ""750"", ""label"": ""A""}, {""item"": ""031"", ""label"": ""A""}]","[""204"", ""565"", ""013"", ""420"", ""350"", ""404""]","[""464"", ""351"", ""023"", ""426"", ""254"", ""563""]",lower_digit_L3,roman numeral length equals 4,"[""roman_numeral_length""]",0,0.14,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""351"", ""src"": ""350"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""563"", ""src"": ""565"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""426"", ""src"": ""420"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""023"", ""src"": ""013"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""254"", ""src"": ""204"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""464"", ""src"": ""404"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 4773
  2. 1256
  3. 0000
  4. 5878
  5. 8283
  6. 3103

Group B (negative examples):
  1. 5828
  2. 3163
  3. 8282
  4. 2256
  5. 4771
  6. 0010",the sum of the digits is a multiple of 7,"[{""item"": ""7369"", ""label"": ""B""}, {""item"": ""7331"", ""label"": ""A""}, {""item"": ""4098"", ""label"": ""A""}, {""item"": ""6116"", ""label"": ""A""}, {""item"": ""1946"", ""label"": ""B""}, {""item"": ""7842"", ""label"": ""A""}, {""item"": ""7550"", ""label"": ""B""}, {""item"": ""9147"", ""label"": ""A""}, {""item"": ""3386"", ""label"": ""B""}, {""item"": ""9427"", ""label"": ""B""}]","[""4773"", ""1256"", ""0000"", ""5878"", ""8283"", ""3103""]","[""5828"", ""3163"", ""8282"", ""2256"", ""4771"", ""0010""]",lower_digit_L4,digit sum divisible by 7,"[""digit_sum""]",0,0.14,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""0010"", ""src"": ""0000"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""4771"", ""src"": ""4773"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3163"", ""src"": ""3103"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5828"", ""src"": ""5878"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2256"", ""src"": ""1256"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8282"", ""src"": ""8283"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. nshuu
  2. araav
  3. pasge
  4. tthul
  5. fleso
  6. oldub

Group B (negative examples):
  1. nshku
  2. oldun
  3. kraav
  4. ttrul
  5. pagge
  6. flejo",the Scrabble score is exactly 8,"[{""item"": ""phnrr"", ""label"": ""B""}, {""item"": ""ifuto"", ""label"": ""A""}, {""item"": ""soaah"", ""label"": ""A""}, {""item"": ""ttown"", ""label"": ""A""}, {""item"": ""cuxym"", ""label"": ""B""}, {""item"": ""gscre"", ""label"": ""A""}, {""item"": ""hulti"", ""label"": ""A""}, {""item"": ""zkksk"", ""label"": ""B""}, {""item"": ""vwozk"", ""label"": ""B""}, {""item"": ""zancq"", ""label"": ""B""}]","[""nshuu"", ""araav"", ""pasge"", ""tthul"", ""fleso"", ""oldub""]","[""nshku"", ""oldun"", ""kraav"", ""ttrul"", ""pagge"", ""flejo""]",lower_alpha_L5,scrabble score equals 8,"[""scrabble_score""]",0,0.03,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""kraav"", ""src"": ""araav"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ttrul"", ""src"": ""tthul"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""oldun"", ""src"": ""oldub"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""pagge"", ""src"": ""pasge"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""flejo"", ""src"": ""fleso"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nshku"", ""src"": ""nshuu"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 6765
  2. 3345
  3. 2120
  4. 5343
  5. 2000
  6. 6668

Group B (negative examples):
  1. 2300
  2. 5143
  3. 6368
  4. 6761
  5. 3343
  6. 2180",the range between largest and smallest digits is exactly 2,"[{""item"": ""6687"", ""label"": ""A""}, {""item"": ""3354"", ""label"": ""A""}, {""item"": ""5474"", ""label"": ""B""}, {""item"": ""6205"", ""label"": ""B""}, {""item"": ""4556"", ""label"": ""A""}, {""item"": ""9428"", ""label"": ""B""}, {""item"": ""8676"", ""label"": ""A""}, {""item"": ""5970"", ""label"": ""B""}, {""item"": ""5494"", ""label"": ""B""}, {""item"": ""2224"", ""label"": ""A""}]","[""6765"", ""3345"", ""2120"", ""5343"", ""2000"", ""6668""]","[""2300"", ""5143"", ""6368"", ""6761"", ""3343"", ""2180""]",lower_digit_L4,digit range equals 2,"[""digit_range""]",0,0.05,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""5143"", ""src"": ""5343"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6761"", ""src"": ""6765"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2180"", ""src"": ""2120"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3343"", ""src"": ""3345"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6368"", ""src"": ""6668"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2300"", ""src"": ""2000"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 7756
  2. 7749
  3. 1958
  4. 5318
  5. 3974
  6. 2777

Group B (negative examples):
  1. 9777
  2. 3074
  3. 5313
  4. 0756
  5. 1968
  6. 7779",the number of even digits is exactly 1,"[{""item"": ""8594"", ""label"": ""B""}, {""item"": ""7808"", ""label"": ""B""}, {""item"": ""0193"", ""label"": ""A""}, {""item"": ""5978"", ""label"": ""A""}, {""item"": ""5510"", ""label"": ""A""}, {""item"": ""7992"", ""label"": ""A""}, {""item"": ""8634"", ""label"": ""B""}, {""item"": ""3327"", ""label"": ""A""}, {""item"": ""2340"", ""label"": ""B""}, {""item"": ""5438"", ""label"": ""B""}]","[""7756"", ""7749"", ""1958"", ""5318"", ""3974"", ""2777""]","[""9777"", ""3074"", ""5313"", ""0756"", ""1968"", ""7779""]",lower_digit_L4,num even digits equals 1,"[""num_even_digits""]",0,0.23,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""5313"", ""src"": ""5318"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3074"", ""src"": ""3974"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""7779"", ""src"": ""7749"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""1968"", ""src"": ""1958"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""0756"", ""src"": ""7756"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9777"", ""src"": ""2777"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 491
  2. 269
  3. 131
  4. 679
  5. 365
  6. 261

Group B (negative examples):
  1. 214
  2. 441
  3. 111
  4. 448
  5. 281
  6. 525",the product of the digits is a multiple of 3,"[{""item"": ""620"", ""label"": ""A""}, {""item"": ""337"", ""label"": ""A""}, {""item"": ""651"", ""label"": ""A""}, {""item"": ""752"", ""label"": ""B""}, {""item"": ""781"", ""label"": ""B""}, {""item"": ""274"", ""label"": ""B""}, {""item"": ""702"", ""label"": ""A""}, {""item"": ""659"", ""label"": ""A""}, {""item"": ""287"", ""label"": ""B""}, {""item"": ""777"", ""label"": ""B""}]","[""491"", ""269"", ""131"", ""679"", ""365"", ""261""]","[""214"", ""441"", ""111"", ""448"", ""281"", ""525""]",lower_digit_L3,digit product divisible by 3,"[""digit_product""]",0,0.78,"{""close_targeted"": 0, ""close_simple"": 3, ""random"": 3}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""281"", ""src"": ""261"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""111"", ""src"": ""131"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""441"", ""src"": ""491"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""448"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""525"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""214"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 223
  2. 151
  3. 43
  4. 0223
  5. 20320
  6. 34

Group B (negative examples):
  1. 2020
  2. 463
  3. 40223
  4. 37
  5. 15
  6. 273",the sum of the digits is exactly 7,"[{""item"": ""25"", ""label"": ""A""}, {""item"": ""0862"", ""label"": ""B""}, {""item"": ""81"", ""label"": ""B""}, {""item"": ""52"", ""label"": ""A""}, {""item"": ""061"", ""label"": ""A""}, {""item"": ""61"", ""label"": ""A""}, {""item"": ""69262"", ""label"": ""B""}, {""item"": ""4000"", ""label"": ""B""}, {""item"": ""82"", ""label"": ""B""}, {""item"": ""421"", ""label"": ""A""}]","[""223"", ""151"", ""43"", ""0223"", ""20320"", ""34""]","[""2020"", ""463"", ""40223"", ""37"", ""15"", ""273""]",lower_digit_L2-5,digit sum equals 7,"[""digit_sum""]",0,0.03,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""463"", ""src"": ""43"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""15"", ""src"": ""151"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""40223"", ""src"": ""0223"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2020"", ""src"": ""20320"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""37"", ""src"": ""34"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""273"", ""src"": ""223"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 9654
  2. 8688
  3. 4237
  4. 5592
  5. 8033
  6. 6789

Group B (negative examples):
  1. 7789
  2. 8681
  3. 4637
  4. 9655
  5. 8533
  6. 5595",the smallest digit is even,"[{""item"": ""0284"", ""label"": ""A""}, {""item"": ""0760"", ""label"": ""A""}, {""item"": ""5145"", ""label"": ""B""}, {""item"": ""0581"", ""label"": ""A""}, {""item"": ""3671"", ""label"": ""B""}, {""item"": ""0109"", ""label"": ""A""}, {""item"": ""9872"", ""label"": ""A""}, {""item"": ""5734"", ""label"": ""B""}, {""item"": ""1932"", ""label"": ""B""}, {""item"": ""1643"", ""label"": ""B""}]","[""9654"", ""8688"", ""4237"", ""5592"", ""8033"", ""6789""]","[""7789"", ""8681"", ""4637"", ""9655"", ""8533"", ""5595""]",lower_digit_L4,min digit is even,"[""min_digit""]",0,0.59,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""7789"", ""src"": ""6789"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5595"", ""src"": ""5592"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8533"", ""src"": ""8033"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9655"", ""src"": ""9654"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8681"", ""src"": ""8688"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""4637"", ""src"": ""4237"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. io
  2. ae
  3. ui
  4. uu
  5. aa
  6. au

Group B (negative examples):
  1. qe
  2. mg
  3. xl
  4. mt
  5. ic
  6. gv",all letters are vowels,"[{""item"": ""ao"", ""label"": ""A""}, {""item"": ""dn"", ""label"": ""B""}, {""item"": ""ej"", ""label"": ""B""}, {""item"": ""ei"", ""label"": ""A""}, {""item"": ""fy"", ""label"": ""B""}, {""item"": ""oi"", ""label"": ""A""}, {""item"": ""rn"", ""label"": ""B""}, {""item"": ""ie"", ""label"": ""A""}, {""item"": ""rq"", ""label"": ""B""}, {""item"": ""iu"", ""label"": ""A""}]","[""io"", ""ae"", ""ui"", ""uu"", ""aa"", ""au""]","[""qe"", ""mg"", ""xl"", ""mt"", ""ic"", ""gv""]",lower_alpha_L2,all letters vowels,"[""all_letters_vowels""]",0,0.03,"{""close_targeted"": 0, ""close_simple"": 0, ""random"": 6}",{},"[{""neg"": ""ic"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""gv"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""mg"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""qe"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""mt"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""xl"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 14
  2. 10
  3. 12
  4. 15
  5. 11
  6. 09

Group B (negative examples):
  1. 95
  2. 21
  3. 29
  4. 32
  5. 01
  6. 64",the length in binary is exactly 4,"[{""item"": ""81"", ""label"": ""B""}, {""item"": ""08"", ""label"": ""A""}, {""item"": ""13"", ""label"": ""A""}, {""item"": ""48"", ""label"": ""B""}]","[""14"", ""10"", ""12"", ""15"", ""11"", ""09""]","[""95"", ""21"", ""29"", ""32"", ""01"", ""64""]",lower_digit_L2,binary length equals 4,"[""binary_length""]",0,0.08,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.17}","[{""neg"": ""21"", ""src"": ""11"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""29"", ""src"": ""09"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""32"", ""src"": ""12"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""01"", ""src"": ""10"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""64"", ""src"": ""14"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""95"", ""src"": ""15"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 52
  2. 63
  3. 57
  4. 37
  5. 34
  6. 48

Group B (negative examples):
  1. 73
  2. 67
  3. 25
  4. 74
  5. 84
  6. 75",the length in binary is exactly 6,"[{""item"": ""80"", ""label"": ""B""}, {""item"": ""36"", ""label"": ""A""}, {""item"": ""76"", ""label"": ""B""}, {""item"": ""72"", ""label"": ""B""}, {""item"": ""45"", ""label"": ""A""}, {""item"": ""88"", ""label"": ""B""}, {""item"": ""38"", ""label"": ""A""}, {""item"": ""62"", ""label"": ""A""}, {""item"": ""20"", ""label"": ""B""}, {""item"": ""42"", ""label"": ""A""}]","[""52"", ""63"", ""57"", ""37"", ""34"", ""48""]","[""73"", ""67"", ""25"", ""74"", ""84"", ""75""]",lower_digit_L2,binary length equals 6,"[""binary_length""]",0,0.31,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.67}","[{""neg"": ""25"", ""src"": ""52"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""75"", ""src"": ""57"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""67"", ""src"": ""63"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""74"", ""src"": ""34"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""84"", ""src"": ""48"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""73"", ""src"": ""37"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. okabr
  2. erxtw
  3. obspd
  4. uyjbx
  5. etvkk
  6. erwex

Group B (negative examples):
  1. yujbx
  2. lrxtw
  3. ckabr
  4. sbspd
  5. ktvkk
  6. rewex",the string starts with a vowel,"[{""item"": ""urabo"", ""label"": ""A""}, {""item"": ""eqxbv"", ""label"": ""A""}, {""item"": ""guwve"", ""label"": ""B""}, {""item"": ""ivmby"", ""label"": ""A""}, {""item"": ""luggo"", ""label"": ""B""}, {""item"": ""aflnh"", ""label"": ""A""}, {""item"": ""qaafg"", ""label"": ""B""}, {""item"": ""apakj"", ""label"": ""A""}, {""item"": ""riscc"", ""label"": ""B""}, {""item"": ""kpmwy"", ""label"": ""B""}]","[""okabr"", ""erxtw"", ""obspd"", ""uyjbx"", ""etvkk"", ""erwex""]","[""yujbx"", ""lrxtw"", ""ckabr"", ""sbspd"", ""ktvkk"", ""rewex""]",lower_alpha_L5,starts with vowel,"[""starts_with_vowel""]",0,0.20,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""sbspd"", ""src"": ""obspd"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ktvkk"", ""src"": ""etvkk"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""rewex"", ""src"": ""erwex"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""ckabr"", ""src"": ""okabr"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""yujbx"", ""src"": ""uyjbx"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""lrxtw"", ""src"": ""erxtw"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 23
  2. 89
  3. 15
  4. 90
  5. 86
  6. 83

Group B (negative examples):
  1. 80
  2. 32
  3. 98
  4. 68
  5. 96
  6. 05",the number of 1s in binary is exactly 4,"[{""item"": ""72"", ""label"": ""B""}, {""item"": ""20"", ""label"": ""B""}, {""item"": ""82"", ""label"": ""B""}, {""item"": ""06"", ""label"": ""B""}, {""item"": ""51"", ""label"": ""A""}, {""item"": ""60"", ""label"": ""A""}, {""item"": ""29"", ""label"": ""A""}, {""item"": ""99"", ""label"": ""A""}, {""item"": ""10"", ""label"": ""B""}, {""item"": ""30"", ""label"": ""A""}]","[""23"", ""89"", ""15"", ""90"", ""86"", ""83""]","[""80"", ""32"", ""98"", ""68"", ""96"", ""05""]",lower_digit_L2,binary digit count equals 4,"[""binary_digit_count""]",0,0.25,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.5}","[{""neg"": ""68"", ""src"": ""86"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""32"", ""src"": ""23"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""80"", ""src"": ""83"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""05"", ""src"": ""15"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""96"", ""src"": ""90"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""98"", ""src"": ""89"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 002
  2. 021
  3. 89
  4. 05
  5. 034
  6. 13

Group B (negative examples):
  1. 0028
  2. 890
  3. 193
  4. 50
  5. 054
  6. 012",the number is a Fibonacci number,"[{""item"": ""1232"", ""label"": ""B""}, {""item"": ""01"", ""label"": ""A""}, {""item"": ""931"", ""label"": ""B""}, {""item"": ""458"", ""label"": ""B""}, {""item"": ""7748"", ""label"": ""B""}, {""item"": ""34"", ""label"": ""A""}, {""item"": ""00"", ""label"": ""A""}, {""item"": ""21"", ""label"": ""A""}, {""item"": ""33"", ""label"": ""B""}, {""item"": ""55"", ""label"": ""A""}]","[""002"", ""021"", ""89"", ""05"", ""034"", ""13""]","[""0028"", ""890"", ""193"", ""50"", ""054"", ""012""]",lower_digit_L2-5,is fibonacci,"[""is_fibonacci""]",0,0.04,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""890"", ""src"": ""89"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""0028"", ""src"": ""002"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""50"", ""src"": ""05"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""054"", ""src"": ""034"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""193"", ""src"": ""13"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""012"", ""src"": ""021"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 4596
  2. 6647
  3. 4968
  4. 5844
  5. 4998
  6. 4457

Group B (negative examples):
  1. 4298
  2. 0647
  3. 2968
  4. 4591
  5. 3457
  6. 5843",the smallest digit is exactly 4,"[{""item"": ""6179"", ""label"": ""B""}, {""item"": ""5396"", ""label"": ""B""}, {""item"": ""6488"", ""label"": ""A""}, {""item"": ""9137"", ""label"": ""B""}, {""item"": ""7649"", ""label"": ""A""}, {""item"": ""4404"", ""label"": ""B""}, {""item"": ""5416"", ""label"": ""B""}, {""item"": ""9947"", ""label"": ""A""}, {""item"": ""7455"", ""label"": ""A""}, {""item"": ""6846"", ""label"": ""A""}]","[""4596"", ""6647"", ""4968"", ""5844"", ""4998"", ""4457""]","[""4298"", ""0647"", ""2968"", ""4591"", ""3457"", ""5843""]",lower_digit_L4,min digit equals 4,"[""min_digit""]",0,0.08,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""0647"", ""src"": ""6647"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""4298"", ""src"": ""4998"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3457"", ""src"": ""4457"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""4591"", ""src"": ""4596"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2968"", ""src"": ""4968"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5843"", ""src"": ""5844"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 710
  2. 218
  3. 368
  4. 848
  5. 949
  6. 914

Group B (negative examples):
  1. 238
  2. 712
  3. 361
  4. 947
  5. 841
  6. 913",the product of the digits is a perfect square,"[{""item"": ""876"", ""label"": ""B""}, {""item"": ""865"", ""label"": ""B""}, {""item"": ""260"", ""label"": ""A""}, {""item"": ""338"", ""label"": ""B""}, {""item"": ""609"", ""label"": ""A""}, {""item"": ""756"", ""label"": ""B""}, {""item"": ""554"", ""label"": ""A""}, {""item"": ""902"", ""label"": ""A""}, {""item"": ""548"", ""label"": ""B""}, {""item"": ""280"", ""label"": ""A""}]","[""710"", ""218"", ""368"", ""848"", ""949"", ""914""]","[""238"", ""712"", ""361"", ""947"", ""841"", ""913""]",lower_digit_L3,digit product is a perfect square,"[""digit_product""]",0,0.38,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""947"", ""src"": ""949"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""913"", ""src"": ""914"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""238"", ""src"": ""218"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""361"", ""src"": ""368"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""841"", ""src"": ""848"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""712"", ""src"": ""710"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. vweov
  2. thuot
  3. imvwi
  4. emwge
  5. weykw
  6. suhgs

Group B (negative examples):
  1. wveov
  2. imviw
  3. emweg
  4. suhgr
  5. weywk
  6. mhuot",the first and last characters are the same,"[{""item"": ""wowmz"", ""label"": ""B""}, {""item"": ""usmqg"", ""label"": ""B""}, {""item"": ""uwzxq"", ""label"": ""B""}, {""item"": ""aqika"", ""label"": ""A""}, {""item"": ""hamlh"", ""label"": ""A""}, {""item"": ""jgtrj"", ""label"": ""A""}, {""item"": ""gzilo"", ""label"": ""B""}, {""item"": ""dhvxd"", ""label"": ""A""}, {""item"": ""vbuhv"", ""label"": ""A""}, {""item"": ""vgfyn"", ""label"": ""B""}]","[""vweov"", ""thuot"", ""imvwi"", ""emwge"", ""weykw"", ""suhgs""]","[""wveov"", ""imviw"", ""emweg"", ""suhgr"", ""weywk"", ""mhuot""]",lower_alpha_L5,first equals last,"[""first_equals_last""]",0,0.05,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.67}","[{""neg"": ""wveov"", ""src"": ""vweov"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""weywk"", ""src"": ""weykw"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""mhuot"", ""src"": ""thuot"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""suhgr"", ""src"": ""suhgs"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""imviw"", ""src"": ""imvwi"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""emweg"", ""src"": ""emwge"", ""method"": ""close_simple"", ""ed"": 2}]"
