problem,solution
"English: the frogs want dolphins Other: yewu rihasi tesulu lixa rivara
English: the frog wants the cats Other: yewu kohasi tesulu yewu ripode
English: the dog hits a cat Other: yewu kocesu teyenu lixa kopode
English: the bird hits dogs Other: yewu kopedu teyenu lixa ricesu
English: the birds will touch a frog Other: yewu ripedu tizabe lixa kohasi
English: the frogs will hit the dog Other: ",yewu rihasi tiyenu yewu kocesu
"Other: lupoti hoba risige hoba vafimu English: the child will see the people
Other: tuxuti hoba sinoti hoba dovoju English: the dog hit the frog
Other: risige hoba cemege potu begimu English: the people will touch crows
Other: risiti potu sinoti hoba kukamu English: a person will want the frog
Other: cemege potu lupoge potu naqemu English: crows will like children
Other: risige potu cemeti hoba dovomu English: ",people will hit the crow
"English: the child will see the people Other: lupoti hoba risige hoba vafimu
English: the dog hit the frog Other: tuxuti hoba sinoti hoba dovoju
English: the people will touch crows Other: risige hoba cemege potu begimu
English: a person will want the frog Other: risiti potu sinoti hoba kukamu
English: crows will like children Other: cemege potu lupoge potu naqemu
English: people will hit the crow Other: ",risige potu cemeti hoba dovomu
"Other: doturo havu xebumu kikoji baxi English: the dog dislikes people
Other: kituro havu yobumu dokupo havu English: the dogs will dislike the cat
Other: doyulo baxi xegavu kimide havu English: a child touches the birds
Other: doturo havu xepazi kikoji havu English: the dog remembers the people
Other: kikoji baxi xepazi dokupo baxi English: people remember a cat
Other: dokoji havu xepazi doturo baxi English: ",the person remembers a dog
"English: the dog dislikes people Other: doturo havu xebumu kikoji baxi
English: the dogs will dislike the cat Other: kituro havu yobumu dokupo havu
English: a child touches the birds Other: doyulo baxi xegavu kimide havu
English: the dog remembers the people Other: doturo havu xepazi kikoji havu
English: people remember a cat Other: kikoji baxi xepazi dokupo baxi
English: the person remembers a dog Other: ",dokoji havu xepazi doturo baxi
"Other: cegave saya jifudi qila gaduya English: people will remember the dog
Other: pepodi qila jifuve qila rurake English: the bird wanted the dogs
Other: ragodi saya ticuve saya dozuya English: a crow will dislike children
Other: pepodi qila ticudi saya foyaya English: the bird will touch a child
Other: ragove saya cegave saya suxoya English: crows will like people
Other: ticudi qila pepove qila ruraya English: ",the child will want the birds
"English: people will remember the dog Other: cegave saya jifudi qila gaduya
English: the bird wanted the dogs Other: pepodi qila jifuve qila rurake
English: a crow will dislike children Other: ragodi saya ticuve saya dozuya
English: the bird will touch a child Other: pepodi qila ticudi saya foyaya
English: crows will like people Other: ragove saya cegave saya suxoya
English: the child will want the birds Other: ",ticudi qila pepove qila ruraya
"Other: xuxeva foco dedefa jamiva jefa English: the dog remembers a child
Other: cekevu foco supimu tiluvu foco English: the people slapped the monkeys
Other: jamivu jefa dedefa cekevu foco English: children remember the people
Other: jamivu foco dedefa cekevu foco English: the children remember the people
Other: xuxeva jefa facofa jamivu foco English: a dog hits the children
Other: jamivu foco dedefa jamivu jefa English: ",the children remember children
"English: the dog remembers a child Other: xuxeva foco dedefa jamiva jefa
English: the people slapped the monkeys Other: cekevu foco supimu tiluvu foco
English: children remember the people Other: jamivu jefa dedefa cekevu foco
English: the children remember the people Other: jamivu foco dedefa cekevu foco
English: a dog hits the children Other: xuxeva jefa facofa jamivu foco
English: the children remember children Other: ",jamivu foco dedefa jamivu jefa
"Other: rajo xoqeqi qigo putezo buwehe English: a cat dislikes the dolphins
Other: qigo xoqezo qigo ceqeqi kugaka English: the cats liked the bird
Other: qigo xoqezo qigo lobeqi tacuhe English: the cats slap the monkey
Other: rajo tocazo qigo lobeqi tacufu English: crows will slap the monkey
Other: rajo ceqezo rajo putezo tacuka English: birds slapped dolphins
Other: rajo ceqeqi qigo lobeqi tacuhe English: ",a bird slaps the monkey
"English: a cat dislikes the dolphins Other: rajo xoqeqi qigo putezo buwehe
English: the cats liked the bird Other: qigo xoqezo qigo ceqeqi kugaka
English: the cats slap the monkey Other: qigo xoqezo qigo lobeqi tacuhe
English: crows will slap the monkey Other: rajo tocazo qigo lobeqi tacufu
English: birds slapped dolphins Other: rajo ceqezo rajo putezo tacuka
English: a bird slaps the monkey Other: ",rajo ceqeqi qigo lobeqi tacuhe
"Other: core fitifi vuti sibefi tudago English: the frog will praise a child
Other: core recofi core fitifi cuzapi English: the dolphin wanted the frog
Other: vuti sibefi vuti bujule tudave English: a child praises cats
Other: core tagefi core hudale bowuve English: the person likes the crows
Other: core tagele core sibefi tudapi English: the people praised the child
Other: core sibefi core fitifi bowugo English: ",the child will like the frog
"English: the frog will praise a child Other: core fitifi vuti sibefi tudago
English: the dolphin wanted the frog Other: core recofi core fitifi cuzapi
English: a child praises cats Other: vuti sibefi vuti bujule tudave
English: the person likes the crows Other: core tagefi core hudale bowuve
English: the people praised the child Other: core tagele core sibefi tudapi
English: the child will like the frog Other: ",core sibefi core fitifi bowugo
"Other: vuyi kiwufo vuyi yixefo xexapa English: the children praise the monkeys
Other: vuyi wapoge vuyi yixege rixipu English: the frog wanted the monkey
Other: qawi hivoge qawi kiwuge zazupu English: a crow slapped a child
Other: vuyi kiwufo qawi hivofo vufupa English: the children dislike crows
Other: qawi wapofo vuyi lesofo doqepu English: frogs touched the cats
Other: vuyi yixege qawi kiwufo doqepa English: ",the monkey touches children
"English: the children praise the monkeys Other: vuyi kiwufo vuyi yixefo xexapa
English: the frog wanted the monkey Other: vuyi wapoge vuyi yixege rixipu
English: a crow slapped a child Other: qawi hivoge qawi kiwuge zazupu
English: the children dislike crows Other: vuyi kiwufo qawi hivofo vufupa
English: frogs touched the cats Other: qawi wapofo vuyi lesofo doqepu
English: the monkey touches children Other: ",vuyi yixege qawi kiwufo doqepa
"Other: penu kozale penu megule niciqo English: a bird will slap a dolphin
Other: yore quhale yore jupule woquyo English: the monkey touches the child
Other: yore megule yore taguga niciqo English: the dolphin will slap the frogs
Other: yore tagule penu suhele paloyo English: the frog praises a dog
Other: penu kozale yore tagule woquxi English: a bird touched the frog
Other: yore tagule yore quhale nicixi English: ",the frog slapped the monkey
"English: a bird will slap a dolphin Other: penu kozale penu megule niciqo
English: the monkey touches the child Other: yore quhale yore jupule woquyo
English: the dolphin will slap the frogs Other: yore megule yore taguga niciqo
English: the frog praises a dog Other: yore tagule penu suhele paloyo
English: a bird touched the frog Other: penu kozale yore tagule woquxi
English: the frog slapped the monkey Other: ",yore tagule yore quhale nicixi
"Other: pizu hohani xalema pizu vopini English: monkeys will hit crows
Other: pizu woponi rovesi wari tiqeni English: dolphins praise the dogs
Other: pizu vopisa rovesi wari hohasa English: a crow praises the monkey
Other: wari hohani rovema pizu tiqesa English: the monkeys will praise a dog
Other: wari hohasa yowiho pizu wabeni English: the monkey remembered people
Other: wari hohasa rovesi wari hohasa English: ",the monkey praises the monkey
"English: monkeys will hit crows Other: pizu hohani xalema pizu vopini
English: dolphins praise the dogs Other: pizu woponi rovesi wari tiqeni
English: a crow praises the monkey Other: pizu vopisa rovesi wari hohasa
English: the monkeys will praise a dog Other: wari hohani rovema pizu tiqesa
English: the monkey remembered people Other: wari hohasa yowiho pizu wabeni
English: the monkey praises the monkey Other: ",wari hohasa rovesi wari hohasa
"Other: dimopo nawa dipadi gini yejesu English: the crow touches a bird
Other: conezi nawa dimopo nawa gofoqa English: the frogs will dislike the crow
Other: dimopo gini dipadi gini yesole English: a crow likes a bird
Other: dimopo gini coxiye nawa gofuta English: a crow will see the dolphins
Other: covaqe nawa dilejo gini fuvebo English: the cats praised a child
Other: dimopo gini divaqe nawa gofoqa English: ",a crow will dislike the cat
"English: the crow touches a bird Other: dimopo nawa dipadi gini yejesu
English: the frogs will dislike the crow Other: conezi nawa dimopo nawa gofoqa
English: a crow likes a bird Other: dimopo gini dipadi gini yesole
English: a crow will see the dolphins Other: dimopo gini coxiye nawa gofuta
English: the cats praised a child Other: covaqe nawa dilejo gini fuvebo
English: a crow will dislike the cat Other: ",dimopo gini divaqe nawa gofoqa
"Other: dagibu kafi dabaga rate sefido English: the dolphins will like children
Other: xolame rate dagibu kafi gosaze English: a crow sees the dolphins
Other: xoqazo kafi daxiqa rate gosaze English: the dog sees frogs
Other: xobaga kafi xoqazo kafi gofido English: the child likes the dog
Other: xogibu rate dafepu rate sexawa English: a dolphin will praise people
Other: daqazo rate dabaga kafi sefido English: ",dogs will like the children
"English: the dolphins will like children Other: dagibu kafi dabaga rate sefido
English: a crow sees the dolphins Other: xolame rate dagibu kafi gosaze
English: the dog sees frogs Other: xoqazo kafi daxiqa rate gosaze
English: the child likes the dog Other: xobaga kafi xoqazo kafi gofido
English: a dolphin will praise people Other: xogibu rate dafepu rate sexawa
English: dogs will like the children Other: ",daqazo rate dabaga kafi sefido
"Other: cabo gifudu zoho perevi lajuhe English: the cats will see a child
Other: zoho peredu cabo xadevi walexe English: children wanted the dolphin
Other: cabo xadevi cabo zoqedu lajufi English: the dolphin sees the monkeys
Other: zoho gevavi zoho vepivi lajuxe English: a dog saw a frog
Other: cabo peredu zoho zoqedu waxixe English: the children praised monkeys
Other: cabo vepivi cabo xadevi lajuxe English: ",the frog saw the dolphin
"English: the cats will see a child Other: cabo gifudu zoho perevi lajuhe
English: children wanted the dolphin Other: zoho peredu cabo xadevi walexe
English: the dolphin sees the monkeys Other: cabo xadevi cabo zoqedu lajufi
English: a dog saw a frog Other: zoho gevavi zoho vepivi lajuxe
English: the children praised monkeys Other: cabo peredu zoho zoqedu waxixe
English: the frog saw the dolphin Other: ",cabo vepivi cabo xadevi lajuxe
"Other: sifube zera dosebe zera jabazi English: the crow touches the dolphin
Other: sifutu hono xuvibe zera fabacu English: crows wanted the monkey
Other: sifutu zera dosebe zera jabazi English: the crows touch the dolphin
Other: dosetu zera xuvibe zera cogocu English: the dolphins saw the monkey
Other: gejube zera lorebe hono fabahi English: the bird will want a person
Other: gejutu zera sifube hono jabacu English: ",the birds touched a crow
"English: the crow touches the dolphin Other: sifube zera dosebe zera jabazi
English: crows wanted the monkey Other: sifutu hono xuvibe zera fabacu
English: the crows touch the dolphin Other: sifutu zera dosebe zera jabazi
English: the dolphins saw the monkey Other: dosetu zera xuvibe zera cogocu
English: the bird will want a person Other: gejube zera lorebe hono fabahi
English: the birds touched a crow Other: ",gejutu zera sifube hono jabacu
"Other: luzemi hamu nijegi kipa zopito English: a cat remembered the crows
Other: rehogi kipa felimi hamu zopito English: the dolphins remembered a child
Other: luzemi kipa felimi kipa vobabe English: the cat dislikes the child
Other: rehogi kipa nijemi hamu zopiqu English: the dolphins will remember a crow
Other: luzemi hamu rukomi kipa zucato English: a cat slapped the frog
Other: luzemi kipa luzemi hamu zopibe English: ",the cat remembers a cat
"English: a cat remembered the crows Other: luzemi hamu nijegi kipa zopito
English: the dolphins remembered a child Other: rehogi kipa felimi hamu zopito
English: the cat dislikes the child Other: luzemi kipa felimi kipa vobabe
English: the dolphins will remember a crow Other: rehogi kipa nijemi hamu zopiqu
English: a cat slapped the frog Other: luzemi hamu rukomi kipa zucato
English: the cat remembers a cat Other: ",luzemi kipa luzemi hamu zopibe
"Other: catefo kafo jutulo jajavu kafo English: the dolphins like the dog
Other: catevu waja ziyulo luxavu kafo English: a dolphin slaps the crow
Other: catevu kafo yecoze jajafo kafo English: the dolphin wanted the dogs
Other: jesafo kafo ziyuma luxavu waja English: the children will slap a crow
Other: jesafo waja yecolo fasofo waja English: children want people
Other: catevu waja yecoze catefo waja English: ",a dolphin wanted dolphins
"English: the dolphins like the dog Other: catefo kafo jutulo jajavu kafo
English: a dolphin slaps the crow Other: catevu waja ziyulo luxavu kafo
English: the dolphin wanted the dogs Other: catevu kafo yecoze jajafo kafo
English: the children will slap a crow Other: jesafo kafo ziyuma luxavu waja
English: children want people Other: jesafo waja yecolo fasofo waja
English: a dolphin wanted dolphins Other: ",catevu waja yecoze catefo waja
"Other: qequha zife cohiha zife sumumi English: the crows will slap the dogs
Other: jumoru zife qequru zife sumuwe English: the child slapped the crow
Other: jumoha puwa ruzoru puwa leqowe English: children wanted a dolphin
Other: qequru zife qoruha zife kowami English: the crow will see the birds
Other: ruzoru zife cohiru puwa lulami English: the dolphin will remember a dog
Other: qoruha zife qequha puwa lulami English: ",the birds will remember crows
"English: the crows will slap the dogs Other: qequha zife cohiha zife sumumi
English: the child slapped the crow Other: jumoru zife qequru zife sumuwe
English: children wanted a dolphin Other: jumoha puwa ruzoru puwa leqowe
English: the crow will see the birds Other: qequru zife qoruha zife kowami
English: the dolphin will remember a dog Other: ruzoru zife cohiru puwa lulami
English: the birds will remember crows Other: ",qoruha zife qequha puwa lulami
"Other: yaqe qerojo wakawu muxa wejose English: crows will want the cat
Other: yaqe wexiho wawede yaqe wejose English: a monkey will hit a cat
Other: yaqe wetezo wakawu yaqe qevipa English: a dolphin will want birds
Other: muxa wetezo waxube muxa qejose English: the dolphin will dislike the cats
Other: yaqe qerojo lesoqa muxa wetezo English: crows slapped the dolphin
Other: yaqe qejose wakawu yaqe qetezo English: ",cats will want dolphins
"English: crows will want the cat Other: yaqe qerojo wakawu muxa wejose
English: a monkey will hit a cat Other: yaqe wexiho wawede yaqe wejose
English: a dolphin will want birds Other: yaqe wetezo wakawu yaqe qevipa
English: the dolphin will dislike the cats Other: muxa wetezo waxube muxa qejose
English: crows slapped the dolphin Other: yaqe qerojo lesoqa muxa wetezo
English: cats will want dolphins Other: ",yaqe qejose wakawu yaqe qetezo
"Other: vizuni nimona yuyu jaxona pozo English: people saw the monkeys
Other: denuja salena yuyu nimona yuyu English: dolphins will touch people
Other: demisi noviwe pozo salena pozo English: the bird wants the dolphins
Other: fakusi salena yuyu novina pozo English: dolphins like the birds
Other: demini jaxowe yuyu novina pozo English: a monkey wanted the birds
Other: demija nimona yuyu salena pozo English: ",people will want the dolphins
"English: people saw the monkeys Other: vizuni nimona yuyu jaxona pozo
English: dolphins will touch people Other: denuja salena yuyu nimona yuyu
English: the bird wants the dolphins Other: demisi noviwe pozo salena pozo
English: dolphins like the birds Other: fakusi salena yuyu novina pozo
English: a monkey wanted the birds Other: demini jaxowe yuyu novina pozo
English: people will want the dolphins Other: ",demija nimona yuyu salena pozo
"Other: fefita meyu hanobo hoca ceqibo English: the child sees a frog
Other: fefija hoca lebuto hoca hanoto English: crows will see children
Other: sorija meyu lebuto meyu xodoto English: the crows will remember the birds
Other: fefita meyu hanoto meyu gosoto English: the children see the cats
Other: voloja hoca ceqito hoca gosoto English: frogs will like cats
Other: fefija meyu ceqito hoca hanoto English: ",the frogs will see children
"English: the child sees a frog Other: fefita meyu hanobo hoca ceqibo
English: crows will see children Other: fefija hoca lebuto hoca hanoto
English: the crows will remember the birds Other: sorija meyu lebuto meyu xodoto
English: the children see the cats Other: fefita meyu hanoto meyu gosoto
English: frogs will like cats Other: voloja hoca ceqito hoca gosoto
English: the frogs will see children Other: ",fefija meyu ceqito hoca hanoto
"Other: xoga cefito huke napare raxevu English: the dolphin praised children
Other: huke vaxeto huke luxito zimapi English: a dog dislikes a bird
Other: huke cefito xoga vaxere reyivu English: a dolphin remembered the dogs
Other: huke nebato huke napare reyiga English: a crow will remember children
Other: xoga vaxere huke jadore raxevu English: the dogs praised cats
Other: xoga vaxeto huke cefito reyivu English: ",the dog remembered a dolphin
"English: the dolphin praised children Other: xoga cefito huke napare raxevu
English: a dog dislikes a bird Other: huke vaxeto huke luxito zimapi
English: a dolphin remembered the dogs Other: huke cefito xoga vaxere reyivu
English: a crow will remember children Other: huke nebato huke napare reyiga
English: the dogs praised cats Other: xoga vaxere huke jadore raxevu
English: the dog remembered a dolphin Other: ",xoga vaxeto huke cefito reyivu
"Other: nuha xaxiya jicelu nuha xarika English: the cats will see the frogs
Other: nuha podipi totija nuha poxiya English: the monkey disliked the cat
Other: nuha polinu tolicu nuha xacogu English: the bird touched the people
Other: nuha poxiya jijega nuha pocogu English: the cat will like the person
Other: kuco porika hiqumu kuco xalinu English: a frog remembers birds
Other: nuha porika jicelu kuco pocogu English: ",the frog will see a person
"English: the cats will see the frogs Other: nuha xaxiya jicelu nuha xarika
English: the monkey disliked the cat Other: nuha podipi totija nuha poxiya
English: the bird touched the people Other: nuha polinu tolicu nuha xacogu
English: the cat will like the person Other: nuha poxiya jijega nuha pocogu
English: a frog remembers birds Other: kuco porika hiqumu kuco xalinu
English: the frog will see a person Other: ",nuha porika jicelu kuco pocogu
"Other: toxo vifavu toxo buxuvu bifijo English: frogs will dislike monkeys
Other: toxo roxevu toxo giciwo wulune English: people saw a dolphin
Other: qeha giciwo qeha vifawo jufine English: the dolphin liked the frog
Other: toxo gicivu toxo buxuvu jufine English: dolphins liked monkeys
Other: toxo xejovu qeha giciwo bifijo English: dogs will dislike the dolphin
Other: toxo vifavu qeha buxuvu wulune English: ",frogs saw the monkeys
"English: frogs will dislike monkeys Other: toxo vifavu toxo buxuvu bifijo
English: people saw a dolphin Other: toxo roxevu toxo giciwo wulune
English: the dolphin liked the frog Other: qeha giciwo qeha vifawo jufine
English: dolphins liked monkeys Other: toxo gicivu toxo buxuvu jufine
English: dogs will dislike the dolphin Other: toxo xejovu qeha giciwo bifijo
English: frogs saw the monkeys Other: ",toxo vifavu qeha buxuvu wulune
"Other: soyehe xesuja ruki saqoce ruki English: birds will remember a monkey
Other: qefipe xesuja ruki guface qufu English: birds hit the child
Other: solohe tamice qufu saqoja qufu English: the cat will praise the monkeys
Other: soyehe fumuja ruki hodice qufu English: frogs will remember the person
Other: soyehe tamija qufu xesuce qufu English: the cats will remember the bird
Other: soyehe tamice ruki xesuja ruki English: ",a cat will remember birds
"English: birds will remember a monkey Other: soyehe xesuja ruki saqoce ruki
English: birds hit the child Other: qefipe xesuja ruki guface qufu
English: the cat will praise the monkeys Other: solohe tamice qufu saqoja qufu
English: frogs will remember the person Other: soyehe fumuja ruki hodice qufu
English: the cats will remember the bird Other: soyehe tamija qufu xesuce qufu
English: a cat will remember birds Other: ",soyehe tamice ruki xesuja ruki
"Other: voxaxu boti sutexo xawifa boti English: the cats will slap the frog
Other: zeqaxu boti yimowi puwixu boti English: the dogs praised the people
Other: xawifa nuqi liruxo zeqaxu nuqi English: a frog will remember dogs
Other: voxafa nuqi sutexo xawixu boti English: a cat will slap the frogs
Other: voxaxu boti liruxo puwifa nuqi English: the cats will remember a person
Other: voxafa nuqi sutexo voxaxu nuqi English: ",a cat will slap cats
"English: the cats will slap the frog Other: voxaxu boti sutexo xawifa boti
English: the dogs praised the people Other: zeqaxu boti yimowi puwixu boti
English: a frog will remember dogs Other: xawifa nuqi liruxo zeqaxu nuqi
English: a cat will slap the frogs Other: voxafa nuqi sutexo xawixu boti
English: the cats will remember a person Other: voxaxu boti liruxo puwifa nuqi
English: a cat will slap cats Other: ",voxafa nuqi sutexo voxaxu nuqi
"Other: jube yugimi xile yucawo siwiye English: the monkey wanted a frog
Other: xile xodami jube xocawo hohara English: children slap the frogs
Other: xile yurisu jube yugimi sireba English: a dog disliked the monkey
Other: xile yuyati xile yucawo nehara English: a bird will slap a frog
Other: jube xorisu jube yugimi horeba English: the dogs dislike the monkey
Other: jube xoyati jube yudami siwiye English: ",the birds wanted the child
"English: the monkey wanted a frog Other: jube yugimi xile yucawo siwiye
English: children slap the frogs Other: xile xodami jube xocawo hohara
English: a dog disliked the monkey Other: xile yurisu jube yugimi sireba
English: a bird will slap a frog Other: xile yuyati xile yucawo nehara
English: the dogs dislike the monkey Other: jube xorisu jube yugimi horeba
English: the birds wanted the child Other: ",jube xoyati jube yudami siwiye
"Other: goha xawehe sunuza koze sapahe English: a frog will slap the child
Other: goha xawepa qulihu koze dunohe English: frogs remembered the bird
Other: koze xawepa quliwu koze xojapa English: the frogs remember the monkeys
Other: goha dunohe sexuhu goha sapahe English: a bird touched a child
Other: goha dunohe sexuwu goha xojahe English: a bird touches a monkey
Other: koze dunohe sexuhu goha dunopa English: ",the bird touched birds
"English: a frog will slap the child Other: goha xawehe sunuza koze sapahe
English: frogs remembered the bird Other: goha xawepa qulihu koze dunohe
English: the frogs remember the monkeys Other: koze xawepa quliwu koze xojapa
English: a bird touched a child Other: goha dunohe sexuhu goha sapahe
English: a bird touches a monkey Other: goha dunohe sexuwu goha xojahe
English: the bird touched birds Other: ",koze dunohe sexuhu goha dunopa
"Other: mehape mocedi haro monoka bebi English: the child liked a monkey
Other: zatiru nawiti haro nabaxa bebi English: the dolphins touch cats
Other: vayede mowiti haro mobafo haro English: the dolphin will praise the bird
Other: zayede naceyu bebi nawiti haro English: frogs praise the dolphins
Other: mehape nabafo haro mowiti haro English: the birds liked the dolphin
Other: vayede mobafo haro nanoka haro English: ",the bird will praise the monkeys
"English: the child liked a monkey Other: mehape mocedi haro monoka bebi
English: the dolphins touch cats Other: zatiru nawiti haro nabaxa bebi
English: the dolphin will praise the bird Other: vayede mowiti haro mobafo haro
English: frogs praise the dolphins Other: zayede naceyu bebi nawiti haro
English: the birds liked the dolphin Other: mehape nabafo haro mowiti haro
English: the bird will praise the monkeys Other: ",vayede mobafo haro nanoka haro
"Other: muteni lusa muhuve lusa limako English: the cat dislikes the dog
Other: muheku lusa xahuve zuda buribo English: the crow slapped dogs
Other: mumila zuda xaxubi zuda bumako English: a monkey disliked children
Other: muheku lusa xazaqi lusa hifuhu English: the crow will praise the people
Other: muteni lusa xamila lusa lipido English: the cat sees the monkeys
Other: xamila zuda muhuve lusa buribo English: ",monkeys slapped the dog
"English: the cat dislikes the dog Other: muteni lusa muhuve lusa limako
English: the crow slapped dogs Other: muheku lusa xahuve zuda buribo
English: a monkey disliked children Other: mumila zuda xaxubi zuda bumako
English: the crow will praise the people Other: muheku lusa xazaqi lusa hifuhu
English: the cat sees the monkeys Other: muteni lusa xamila lusa lipido
English: monkeys slapped the dog Other: ",xamila zuda muhuve lusa buribo
"Other: bafowi tazo sohewi tazo wumizi English: monkeys disliked crows
Other: sohewi kuku detewi tazo wumika English: the crows will dislike frogs
Other: bafoli tazo xiwewi tazo senaka English: a monkey will like birds
Other: xiweli tazo zizili kuku bigeka English: a bird will praise the person
Other: soheli kuku detewi kuku jihoka English: the crow will touch the frogs
Other: sohewi tazo bafowi tazo wumika English: ",crows will dislike monkeys
"English: monkeys disliked crows Other: bafowi tazo sohewi tazo wumizi
English: the crows will dislike frogs Other: sohewi kuku detewi tazo wumika
English: a monkey will like birds Other: bafoli tazo xiwewi tazo senaka
English: a bird will praise the person Other: xiweli tazo zizili kuku bigeka
English: the crow will touch the frogs Other: soheli kuku detewi kuku jihoka
English: crows will dislike monkeys Other: ",sohewi tazo bafowi tazo wumika
"Other: mohe tatola hive qawola sopace English: the birds slapped monkeys
Other: mohe zilila mohe tidela sopako English: the frogs will slap the people
Other: hive tatola hive lehila copace English: birds praised dogs
Other: mohe qawola mohe lehila kugeko English: the monkeys will dislike the dogs
Other: mohe tatosu hive lehisu gudiko English: the bird will like a dog
Other: mohe zilila mohe tidela sopace English: ",the frogs slapped the people
"English: the birds slapped monkeys Other: mohe tatola hive qawola sopace
English: the frogs will slap the people Other: mohe zilila mohe tidela sopako
English: birds praised dogs Other: hive tatola hive lehila copace
English: the monkeys will dislike the dogs Other: mohe qawola mohe lehila kugeko
English: the bird will like a dog Other: mohe tatosu hive lehisu gudiko
English: the frogs slapped the people Other: ",mohe zilila mohe tidela sopace
"Other: tiroru qacu pojoxi dodiji ripe English: the dolphins will hit a dog
Other: royiji qacu zufuwi muboji ripe English: the cat wanted a child
Other: tiroru qacu zufuxi royiji qacu English: the dolphins will want the cat
Other: xehuru ripe zufuxi royiru ripe English: frogs will want cats
Other: xehuji ripe moruxi tiroji ripe English: a frog will praise a dolphin
Other: muboru ripe zufuxi royiji qacu English: ",children will want the cat
"English: the dolphins will hit a dog Other: tiroru qacu pojoxi dodiji ripe
English: the cat wanted a child Other: royiji qacu zufuwi muboji ripe
English: the dolphins will want the cat Other: tiroru qacu zufuxi royiji qacu
English: frogs will want cats Other: xehuru ripe zufuxi royiru ripe
English: a frog will praise a dolphin Other: xehuji ripe moruxi tiroji ripe
English: children will want the cat Other: ",muboru ripe zufuxi royiji qacu
"Other: hukiji nuxi jusiji nuxi bebipi English: a frog will want a crow
Other: mepetu sede ritetu nuxi celoce English: the cats praised dogs
Other: riteji sede yokeji nuxi bebice English: the dog wanted a child
Other: ketetu sede riteji nuxi minoxa English: the monkeys remember a dog
Other: jusitu nuxi yokeji nuxi yayuce English: crows disliked a child
Other: yoketu nuxi jusiji sede yayuce English: ",children disliked the crow
"English: a frog will want a crow Other: hukiji nuxi jusiji nuxi bebipi
English: the cats praised dogs Other: mepetu sede ritetu nuxi celoce
English: the dog wanted a child Other: riteji sede yokeji nuxi bebice
English: the monkeys remember a dog Other: ketetu sede riteji nuxi minoxa
English: crows disliked a child Other: jusitu nuxi yokeji nuxi yayuce
English: children disliked the crow Other: ",yoketu nuxi jusiji sede yayuce
"Other: wipina bipu yajena liki qozope English: a dog will slap the cat
Other: metona liki wipihe liki tosowu English: the monkey disliked the dogs
Other: metona liki yoruna liki bixawu English: the monkey remembered the frog
Other: metona bipu wipihe bipu jidupe English: a monkey will like dogs
Other: yoruna liki gosena liki loyali English: the frog praises the person
Other: gosena liki yajena liki tosowu English: ",the person disliked the cat
"English: a dog will slap the cat Other: wipina bipu yajena liki qozope
English: the monkey disliked the dogs Other: metona liki wipihe liki tosowu
English: the monkey remembered the frog Other: metona liki yoruna liki bixawu
English: a monkey will like dogs Other: metona bipu wipihe bipu jidupe
English: the frog praises the person Other: yoruna liki gosena liki loyali
English: the person disliked the cat Other: ",gosena liki yajena liki tosowu
"Other: kibaka jafa fucobi jafa juxapi English: the crow remembered the frogs
Other: kibaka guya quvapi guya juxabi English: people remembered a frog
Other: seyuxe jafa fucopi jafa xumapi English: the crows want the children
Other: sudaka guya juxapi guya dolubi English: frogs praised a monkey
Other: jawejo guya wemibi guya fucopi English: a bird will see crows
Other: jaweka jafa juxabi jafa juxabi English: ",the frog saw the frog
"English: the crow remembered the frogs Other: kibaka jafa fucobi jafa juxapi
English: people remembered a frog Other: kibaka guya quvapi guya juxabi
English: the crows want the children Other: seyuxe jafa fucopi jafa xumapi
English: frogs praised a monkey Other: sudaka guya juxapi guya dolubi
English: a bird will see crows Other: jawejo guya wemibi guya fucopi
English: the frog saw the frog Other: ",jaweka jafa juxabi jafa juxabi
"Other: jepife yazexo dono mimaxo hibi English: the dogs liked dolphins
Other: tuxife cekeda dono yazeda hibi English: the child wanted a dog
Other: pumabe cekexo hibi jaguxo dono English: children will hit the birds
Other: haxica cekeda hibi xalexo hibi English: a child remembers crows
Other: jepibe yazexo dono cekeda hibi English: the dogs will like a child
Other: haxibe jaguxo hibi xaleda dono English: ",birds will remember the crow
"English: the dogs liked dolphins Other: jepife yazexo dono mimaxo hibi
English: the child wanted a dog Other: tuxife cekeda dono yazeda hibi
English: children will hit the birds Other: pumabe cekexo hibi jaguxo dono
English: a child remembers crows Other: haxica cekeda hibi xalexo hibi
English: the dogs will like a child Other: jepibe yazexo dono cekeda hibi
English: birds will remember the crow Other: ",haxibe jaguxo hibi xaleda dono
"Other: gili jadube rutaci nasi joxabe English: the children saw people
Other: nasi wisetu rutafi nasi micetu English: a cat will see a dolphin
Other: nasi jadutu kezofi nasi micetu English: a child will want a dolphin
Other: nasi wisetu jogoxe gili jadube English: a cat slaps the children
Other: gili xogobe rutaxe nasi joxatu English: the frogs see a person
Other: nasi wisetu rutaxe nasi jadube English: ",a cat sees children
"English: the children saw people Other: gili jadube rutaci nasi joxabe
English: a cat will see a dolphin Other: nasi wisetu rutafi nasi micetu
English: a child will want a dolphin Other: nasi jadutu kezofi nasi micetu
English: a cat slaps the children Other: nasi wisetu jogoxe gili jadube
English: the frogs see a person Other: gili xogobe rutaxe nasi joxatu
English: a cat sees children Other: ",nasi wisetu rutaxe nasi jadube
