problem,solution
Other: juwoxe moja tasumo xaliri moja English: a person slapped dogs\nOther: xawoxe moja tafugu jurusi moja English: people touched a bird\nOther: jurusi cefi rebica jujisi cefi English: the bird dislikes the cat\nOther: juliri moja rebica juxaya cefi English: a dog dislikes the dolphin\nOther: xarusi moja vasumo jutoga moja English: birds will slap a crow\nOther: juxaya moja refugu jujisi cefi English: ,a dolphin touches the cat
English: a person slapped dogs Other: juwoxe moja tasumo xaliri moja\nEnglish: people touched a bird Other: xawoxe moja tafugu jurusi moja\nEnglish: the bird dislikes the cat Other: jurusi cefi rebica jujisi cefi\nEnglish: a dog dislikes the dolphin Other: juliri moja rebica juxaya cefi\nEnglish: birds will slap a crow Other: xarusi moja vasumo jutoga moja\nEnglish: a dolphin touches the cat Other: ,juxaya moja refugu jujisi cefi
Other: xuxu yeqoku ruhego xuxu tukuni English: a cat touches dolphins\nOther: zazu nuponi vojipo zazu gusani English: the monkeys will dislike the frogs\nOther: xuxu yeqoni yukego zazu tepiku English: cats remember the crow\nOther: xuxu nupoku yukepo zazu hawaku English: a monkey will remember the person\nOther: zazu yeqoku vojigo xuxu nupoku English: the cat dislikes a monkey\nOther: xuxu yeqoni vojigo zazu nupoku English: ,cats dislike the monkey
English: a cat touches dolphins Other: xuxu yeqoku ruhego xuxu tukuni\nEnglish: the monkeys will dislike the frogs Other: zazu nuponi vojipo zazu gusani\nEnglish: cats remember the crow Other: xuxu yeqoni yukego zazu tepiku\nEnglish: a monkey will remember the person Other: xuxu nupoku yukepo zazu hawaku\nEnglish: the cat dislikes a monkey Other: zazu yeqoku vojigo xuxu nupoku\nEnglish: cats dislike the monkey Other: ,xuxu yeqoni vojigo zazu nupoku
Other: qesapu hehi xofuye cifopu nume English: crows will see the people\nOther: pemapu nume xofuzu xubalo hehi English: the children saw a bird\nOther: pemalo hehi xofuzu qesapu hehi English: a child saw crows\nOther: qesalo hehi wimazu pemapu hehi English: a crow wanted children\nOther: qesalo hehi xofuzu pemalo nume English: a crow saw the child\nOther: pemapu hehi xofuzu pemapu nume English: ,children saw the children
English: crows will see the people Other: qesapu hehi xofuye cifopu nume\nEnglish: the children saw a bird Other: pemapu nume xofuzu xubalo hehi\nEnglish: a child saw crows Other: pemalo hehi xofuzu qesapu hehi\nEnglish: a crow wanted children Other: qesalo hehi wimazu pemapu hehi\nEnglish: a crow saw the child Other: qesalo hehi xofuzu pemalo nume\nEnglish: children saw the children Other: ,pemapu hehi xofuzu pemapu nume
Other: qetepe towi tuqote towi zuguxu English: the bird remembers the people\nOther: tuqote doga qetepe towi kanixu English: people like the bird\nOther: ledepe doga zexape towi judixu English: a dolphin praises the frog\nOther: ledepe doga qetete towi coyeja English: a dolphin will touch the birds\nOther: tuqope doga qetete doga zuguxu English: a person remembers birds\nOther: tuqote towi ledepe towi coyexu English: ,the people touch the dolphin
English: the bird remembers the people Other: qetepe towi tuqote towi zuguxu\nEnglish: people like the bird Other: tuqote doga qetepe towi kanixu\nEnglish: a dolphin praises the frog Other: ledepe doga zexape towi judixu\nEnglish: a dolphin will touch the birds Other: ledepe doga qetete towi coyeja\nEnglish: a person remembers birds Other: tuqope doga qetete doga zuguxu\nEnglish: the people touch the dolphin Other: ,tuqote towi ledepe towi coyexu
Other: hocubi nuheme bobo pakame kete English: the frogs remembered children\nOther: yagubi pakayo bobo delime bobo English: the child praised the crows\nOther: yagubi lakame kete nuheme kete English: monkeys praised frogs\nOther: hatepo delime kete nuheme kete English: crows hit frogs\nOther: hocupo pakayo bobo pozuyo kete English: the child remembers a dog\nOther: yagubi nuheme bobo nuheme kete English: ,the frogs praised frogs
English: the frogs remembered children Other: hocubi nuheme bobo pakame kete\nEnglish: the child praised the crows Other: yagubi pakayo bobo delime bobo\nEnglish: monkeys praised frogs Other: yagubi lakame kete nuheme kete\nEnglish: crows hit frogs Other: hatepo delime kete nuheme kete\nEnglish: the child remembers a dog Other: hocupo pakayo bobo pozuyo kete\nEnglish: the frogs praised frogs Other: ,yagubi nuheme bobo nuheme kete
Other: vuca nibeka juhe niceka qosexo English: the crow will want a cat\nOther: vuca leceka juhe lexubu kagipi English: the cats dislike dogs\nOther: juhe lehaja vuca leceka yadoha English: children remembered the cats\nOther: vuca letajo juhe leceka qokula English: the dolphins will praise cats\nOther: vuca lexubu vuca lehaja kakula English: the dogs praise the children\nOther: vuca niceka juhe nixubu kakula English: ,the cat praises a dog
English: the crow will want a cat Other: vuca nibeka juhe niceka qosexo\nEnglish: the cats dislike dogs Other: vuca leceka juhe lexubu kagipi\nEnglish: children remembered the cats Other: juhe lehaja vuca leceka yadoha\nEnglish: the dolphins will praise cats Other: vuca letajo juhe leceka qokula\nEnglish: the dogs praise the children Other: vuca lexubu vuca lehaja kakula\nEnglish: the cat praises a dog Other: ,vuca niceka juhe nixubu kakula
Other: xuve jiruzi foqo puxoqo wobeho English: a crow saw the frogs\nOther: xuve pucoza foqo puqelu hobeho English: monkeys will see the dogs\nOther: xuve jicoza foqo puwiku hodufu English: a monkey will touch the people\nOther: foqo jiqelu foqo pubuda xobusu English: the dog wants the children\nOther: foqo jibuda xuve puwiku wobusu English: the child wanted people\nOther: xuve jiwiku foqo jicoza hobusu English: ,a person will want the monkey
English: a crow saw the frogs Other: xuve jiruzi foqo puxoqo wobeho\nEnglish: monkeys will see the dogs Other: xuve pucoza foqo puqelu hobeho\nEnglish: a monkey will touch the people Other: xuve jicoza foqo puwiku hodufu\nEnglish: the dog wants the children Other: foqo jiqelu foqo pubuda xobusu\nEnglish: the child wanted people Other: foqo jibuda xuve puwiku wobusu\nEnglish: a person will want the monkey Other: ,xuve jiwiku foqo jicoza hobusu
Other: nepufa joku kabeza joku yerelo English: a crow slapped cats\nOther: zokiza femo kabeza joku toquzo English: the birds hit cats\nOther: zehofa femo nepuza femo fimezo English: the person wants the crows\nOther: zehoza femo nepuza femo toquci English: the people will hit the crows\nOther: dahiza femo zokifa joku fimezo English: the dogs want a bird\nOther: dahiza joku zokiza femo toquzo English: ,dogs hit the birds
English: a crow slapped cats Other: nepufa joku kabeza joku yerelo\nEnglish: the birds hit cats Other: zokiza femo kabeza joku toquzo\nEnglish: the person wants the crows Other: zehofa femo nepuza femo fimezo\nEnglish: the people will hit the crows Other: zehoza femo nepuza femo toquci\nEnglish: the dogs want a bird Other: dahiza femo zokifa joku fimezo\nEnglish: dogs hit the birds Other: ,dahiza joku zokiza femo toquzo
Other: yido dosicu gasofo yido pebehi English: the crow dislikes the monkeys\nOther: xuqi pebehi jaseya yido dosicu English: monkeys praised the crow\nOther: xuqi timihi nigaya yido dosicu English: dolphins liked the crow\nOther: yido timihi fanemu xuqi pebecu English: the dolphins will slap a monkey\nOther: xuqi pebehi lafufo xuqi timicu English: monkeys remember a dolphin\nOther: xuqi dosicu nigaya yido timihi English: ,a crow liked the dolphins
English: the crow dislikes the monkeys Other: yido dosicu gasofo yido pebehi\nEnglish: monkeys praised the crow Other: xuqi pebehi jaseya yido dosicu\nEnglish: dolphins liked the crow Other: xuqi timihi nigaya yido dosicu\nEnglish: the dolphins will slap a monkey Other: yido timihi fanemu xuqi pebecu\nEnglish: monkeys remember a dolphin Other: xuqi pebehi lafufo xuqi timicu\nEnglish: a crow liked the dolphins Other: ,xuqi dosicu nigaya yido timihi
Other: biyewo tuyu jemuvu tuyu lohuki English: the dog will remember the children\nOther: jumivu tuyu jemuvu ruhi vuduqe English: the monkeys see children\nOther: vusavu ruhi jumivu ruhi kaleta English: people touched monkeys\nOther: cilavu ruhi biyewo tuyu dezeta English: cats hit the dog\nOther: cilavu tuyu surowo tuyu yaxiqe English: the cats want the frog\nOther: jumivu tuyu cilavu tuyu lohuta English: ,the monkeys remembered the cats
English: the dog will remember the children Other: biyewo tuyu jemuvu tuyu lohuki\nEnglish: the monkeys see children Other: jumivu tuyu jemuvu ruhi vuduqe\nEnglish: people touched monkeys Other: vusavu ruhi jumivu ruhi kaleta\nEnglish: cats hit the dog Other: cilavu ruhi biyewo tuyu dezeta\nEnglish: the cats want the frog Other: cilavu tuyu surowo tuyu yaxiqe\nEnglish: the monkeys remembered the cats Other: ,jumivu tuyu cilavu tuyu lohuta
Other: wajapo diwe lizopo diwe wusali English: a person remembered a crow\nOther: wajava mazu puyapo diwe mufofe English: the people will hit a cat\nOther: puyapo mazu wajava diwe wusaxu English: the cat remembers people\nOther: faxopo mazu lizova mazu keyoli English: the child disliked the crows\nOther: rulipo diwe faxova diwe mofili English: a dolphin saw children\nOther: wajava diwe wajava diwe mofili English: ,people saw people
English: a person remembered a crow Other: wajapo diwe lizopo diwe wusali\nEnglish: the people will hit a cat Other: wajava mazu puyapo diwe mufofe\nEnglish: the cat remembers people Other: puyapo mazu wajava diwe wusaxu\nEnglish: the child disliked the crows Other: faxopo mazu lizova mazu keyoli\nEnglish: a dolphin saw children Other: rulipo diwe faxova diwe mofili\nEnglish: people saw people Other: ,wajava diwe wajava diwe mofili
Other: zixi cunaju zixi tinina hinahe English: the children remembered the dolphin\nOther: zixi leseju sufo tinina bamovi English: the people slap a dolphin\nOther: sufo vajana sufo gujiju hinaqo English: a crow will remember birds\nOther: zixi vajana zixi lesena jigehe English: the crow wanted the person\nOther: sufo lesena sufo vajana jigehe English: a person wanted a crow\nOther: zixi cunana sufo tiniju hinavi English: ,the child remembers dolphins
English: the children remembered the dolphin Other: zixi cunaju zixi tinina hinahe\nEnglish: the people slap a dolphin Other: zixi leseju sufo tinina bamovi\nEnglish: a crow will remember birds Other: sufo vajana sufo gujiju hinaqo\nEnglish: the crow wanted the person Other: zixi vajana zixi lesena jigehe\nEnglish: a person wanted a crow Other: sufo lesena sufo vajana jigehe\nEnglish: the child remembers dolphins Other: ,zixi cunana sufo tiniju hinavi
Other: nito hoheza wonewo nito cahuji English: the birds praise the monkey\nOther: nito mupiji jajemi nito hoheza English: the dolphin will like the birds\nOther: nito cucoji geteno haqa fojaza English: the crow wanted people\nOther: haqa fojaji jajemi haqa mupiji English: a person will like a dolphin\nOther: haqa mupiza jajemi nito hoheza English: dolphins will like the birds\nOther: nito mupiji jajewo haqa mupiza English: ,the dolphin likes dolphins
English: the birds praise the monkey Other: nito hoheza wonewo nito cahuji\nEnglish: the dolphin will like the birds Other: nito mupiji jajemi nito hoheza\nEnglish: the crow wanted people Other: nito cucoji geteno haqa fojaza\nEnglish: a person will like a dolphin Other: haqa fojaji jajemi haqa mupiji\nEnglish: dolphins will like the birds Other: haqa mupiza jajemi nito hoheza\nEnglish: the dolphin likes dolphins Other: ,nito mupiji jajewo haqa mupiza
Other: qupu widuci qupu duhawi zaqevu English: the crows hit the dolphin\nOther: vigi zofawi vigi xediwi yeqeko English: a dog will dislike a monkey\nOther: vigi wumoci qupu ciqiwi yeqeho English: frogs dislike the child\nOther: qupu widuwi qupu zofawi fageko English: the crow will see the dog\nOther: vigi ciqiwi vigi zofaci mozeho English: a child wants dogs\nOther: vigi zofaci qupu ciqiwi mozeko English: ,dogs will want the child
English: the crows hit the dolphin Other: qupu widuci qupu duhawi zaqevu\nEnglish: a dog will dislike a monkey Other: vigi zofawi vigi xediwi yeqeko\nEnglish: frogs dislike the child Other: vigi wumoci qupu ciqiwi yeqeho\nEnglish: the crow will see the dog Other: qupu widuwi qupu zofawi fageko\nEnglish: a child wants dogs Other: vigi ciqiwi vigi zofaci mozeho\nEnglish: dogs will want the child Other: ,vigi zofaci qupu ciqiwi mozeko
Other: jijiyo gilawe vogo kumowe vogo English: children praise dolphins\nOther: jijiyo tuteta vogo mikuta caha English: a person praises the dog\nOther: jifozo higuwe caha gilata caha English: the cats disliked the child\nOther: jijiyo qaquwe caha tutewe vogo English: the crows praise people\nOther: lasuzo higuwe caha tutewe vogo English: the cats remembered people\nOther: jijiyo tuteta caha higuwe caha English: ,the person praises the cats
English: children praise dolphins Other: jijiyo gilawe vogo kumowe vogo\nEnglish: a person praises the dog Other: jijiyo tuteta vogo mikuta caha\nEnglish: the cats disliked the child Other: jifozo higuwe caha gilata caha\nEnglish: the crows praise people Other: jijiyo qaquwe caha tutewe vogo\nEnglish: the cats remembered people Other: lasuzo higuwe caha tutewe vogo\nEnglish: the person praises the cats Other: ,jijiyo tuteta caha higuwe caha
Other: puzege cemo nigasu jutu fapogo English: a frog sees the monkeys\nOther: qewege jutu qodige cemo xogeji English: the dog will dislike a person\nOther: fahuge jutu xutesu cemo xogeji English: the bird will dislike children\nOther: qewesu cemo fahusu jutu zamiho English: dogs liked the birds\nOther: nigasu cemo qewege cemo joleji English: monkeys will remember a dog\nOther: nigage cemo qewege jutu xogeji English: ,a monkey will dislike the dog
English: a frog sees the monkeys Other: puzege cemo nigasu jutu fapogo\nEnglish: the dog will dislike a person Other: qewege jutu qodige cemo xogeji\nEnglish: the bird will dislike children Other: fahuge jutu xutesu cemo xogeji\nEnglish: dogs liked the birds Other: qewesu cemo fahusu jutu zamiho\nEnglish: monkeys will remember a dog Other: nigasu cemo qewege cemo joleji\nEnglish: a monkey will dislike the dog Other: ,nigage cemo qewege jutu xogeji
Other: neze kuqaza taluce nili nihipi English: dogs praise the person\nOther: neze hayipi rusiku neze nihipi English: a dolphin will see a person\nOther: neze kuqaza vefatu neze hayipi English: dogs hit a dolphin\nOther: neze boropi bilutu nili zawoza English: a monkey wanted the cats\nOther: nili hayipi rusitu neze zawoza English: the dolphin saw cats\nOther: neze zawoza rusice neze boropi English: ,cats see a monkey
English: dogs praise the person Other: neze kuqaza taluce nili nihipi\nEnglish: a dolphin will see a person Other: neze hayipi rusiku neze nihipi\nEnglish: dogs hit a dolphin Other: neze kuqaza vefatu neze hayipi\nEnglish: a monkey wanted the cats Other: neze boropi bilutu nili zawoza\nEnglish: the dolphin saw cats Other: nili hayipi rusitu neze zawoza\nEnglish: cats see a monkey Other: ,neze zawoza rusice neze boropi
Other: siqefa yewi zihuti medi sezilo English: the children disliked a bird\nOther: gozufa medi fefuti yewi sezira English: crows dislike the monkey\nOther: siqeti yewi nolati medi jayara English: the child praises a dolphin\nOther: siqeti medi powufa yewi lisolo English: a child wanted the cats\nOther: nolafa yewi fefuti yewi wimara English: the dolphins touch the monkey\nOther: powuti medi siqeti yewi sezira English: ,a cat dislikes the child
English: the children disliked a bird Other: siqefa yewi zihuti medi sezilo\nEnglish: crows dislike the monkey Other: gozufa medi fefuti yewi sezira\nEnglish: the child praises a dolphin Other: siqeti yewi nolati medi jayara\nEnglish: a child wanted the cats Other: siqeti medi powufa yewi lisolo\nEnglish: the dolphins touch the monkey Other: nolafa yewi fefuti yewi wimara\nEnglish: a cat dislikes the child Other: ,powuti medi siqeti yewi sezira
Other: kixi mimopo gebada mutu wamaco English: birds want the monkey\nOther: kixi xewipo qapoda mutu jucupo English: dolphins remember the frogs\nOther: mutu jucupo qapolo mutu yufoco English: the frogs will remember the dog\nOther: kixi botupo fizelo mutu wamaco English: children will praise the monkey\nOther: kixi xewipo xehida kixi jucupo English: dolphins like frogs\nOther: kixi jucupo gebada kixi mimopo English: ,frogs want birds
English: birds want the monkey Other: kixi mimopo gebada mutu wamaco\nEnglish: dolphins remember the frogs Other: kixi xewipo qapoda mutu jucupo\nEnglish: the frogs will remember the dog Other: mutu jucupo qapolo mutu yufoco\nEnglish: children will praise the monkey Other: kixi botupo fizelo mutu wamaco\nEnglish: dolphins like frogs Other: kixi xewipo xehida kixi jucupo\nEnglish: frogs want birds Other: ,kixi jucupo gebada kixi mimopo
Other: wegika quha lugapu coweru yija English: crows wanted the dolphin\nOther: datoka quha walalu wegiru yija English: cats touch the crow\nOther: wegiru quha gacexi datoka quha English: a crow will like cats\nOther: datoru quha lugaxi sisoka yija English: a cat will want the birds\nOther: lasuka quha pukuxi datoka quha English: children will hit cats\nOther: lasuka quha lugaxi datoru quha English: ,children will want a cat
English: crows wanted the dolphin Other: wegika quha lugapu coweru yija\nEnglish: cats touch the crow Other: datoka quha walalu wegiru yija\nEnglish: a crow will like cats Other: wegiru quha gacexi datoka quha\nEnglish: a cat will want the birds Other: datoru quha lugaxi sisoka yija\nEnglish: children will hit cats Other: lasuka quha pukuxi datoka quha\nEnglish: children will want a cat Other: ,lasuka quha lugaxi datoru quha
Other: peze yojosu peze xipiho fojuxo English: the bird will dislike the cats\nOther: peze yovebi vihu yopiho jutilu English: the person praised a cat\nOther: vihu xijosu peze yomoza fojuxo English: birds will dislike the child\nOther: peze yopiho peze yojosu juyaho English: the cat slapped the bird\nOther: vihu xiziqi peze yovebi juseta English: frogs wanted the person\nOther: vihu yojosu peze yovebi fojuxo English: ,a bird will dislike the person
English: the bird will dislike the cats Other: peze yojosu peze xipiho fojuxo\nEnglish: the person praised a cat Other: peze yovebi vihu yopiho jutilu\nEnglish: birds will dislike the child Other: vihu xijosu peze yomoza fojuxo\nEnglish: the cat slapped the bird Other: peze yopiho peze yojosu juyaho\nEnglish: frogs wanted the person Other: vihu xiziqi peze yovebi juseta\nEnglish: a bird will dislike the person Other: ,vihu yojosu peze yovebi fojuxo
Other: pasodi dole yudola lakuge dole English: people dislike a crow\nOther: lakudi dole yudonu pasoge dane English: crows disliked the person\nOther: xunege dane wezuja daqidi dole English: the dog will like children\nOther: lakuge dane fobenu daqidi dane English: the crow saw the children\nOther: daqidi dole wezuja xugidi dane English: children will like the monkeys\nOther: lakuge dole yudonu xunedi dane English: ,a crow disliked the dogs
English: people dislike a crow Other: pasodi dole yudola lakuge dole\nEnglish: crows disliked the person Other: lakudi dole yudonu pasoge dane\nEnglish: the dog will like children Other: xunege dane wezuja daqidi dole\nEnglish: the crow saw the children Other: lakuge dane fobenu daqidi dane\nEnglish: children will like the monkeys Other: daqidi dole wezuja xugidi dane\nEnglish: a crow disliked the dogs Other: ,lakuge dole yudonu xunedi dane
Other: vole tuqapu wixapo vole xenaco English: a monkey liked people\nOther: ciqi buvuco ziwupo vole dabopu English: the crows disliked a frog\nOther: vole xenaco wixapo ciqi daboco English: people liked the frogs\nOther: ciqi tuqapu qexipa vole hoxuco English: the monkey touches cats\nOther: ciqi rikico wixafi vole xenaco English: the dolphins will like people\nOther: vole xenaco wixapo ciqi daboco English: ,people liked the frogs
English: a monkey liked people Other: vole tuqapu wixapo vole xenaco\nEnglish: the crows disliked a frog Other: ciqi buvuco ziwupo vole dabopu\nEnglish: people liked the frogs Other: vole xenaco wixapo ciqi daboco\nEnglish: the monkey touches cats Other: ciqi tuqapu qexipa vole hoxuco\nEnglish: the dolphins will like people Other: ciqi rikico wixafi vole xenaco\nEnglish: people liked the frogs Other: ,vole xenaco wixapo ciqi daboco
Other: fowe zafewe becuke feso cuzivo English: the children wanted a bird\nOther: fowe zojuvo jonoka fowe cuziwe English: the frog praises the birds\nOther: fowe sokuwe jonoka fowe vojewe English: the dogs praise the dolphins\nOther: fowe cuzivo yidike feso zafewe English: the bird hit children\nOther: fowe cuziwe ceceke feso sokuvo English: the birds touched a dog\nOther: fowe vojevo ceceka fowe cuzivo English: ,the dolphin touches the bird
English: the children wanted a bird Other: fowe zafewe becuke feso cuzivo\nEnglish: the frog praises the birds Other: fowe zojuvo jonoka fowe cuziwe\nEnglish: the dogs praise the dolphins Other: fowe sokuwe jonoka fowe vojewe\nEnglish: the bird hit children Other: fowe cuzivo yidike feso zafewe\nEnglish: the birds touched a dog Other: fowe cuziwe ceceke feso sokuvo\nEnglish: the dolphin touches the bird Other: ,fowe vojevo ceceka fowe cuzivo
Other: kiza qofupe kiza qasepe focoho English: the children touched the dolphins\nOther: kiza qaseki kiza hepuki juwuho English: the dolphin hit the frog\nOther: kiza qofuki fofa giwaki digepi English: the child will remember a crow\nOther: fofa giwaki fofa hepupe fugupi English: a crow will praise frogs\nOther: fofa qasepe fofa qofupe digeti English: dolphins remember children\nOther: fofa giwape kiza qofuki fuguho English: ,crows praised the child
English: the children touched the dolphins Other: kiza qofupe kiza qasepe focoho\nEnglish: the dolphin hit the frog Other: kiza qaseki kiza hepuki juwuho\nEnglish: the child will remember a crow Other: kiza qofuki fofa giwaki digepi\nEnglish: a crow will praise frogs Other: fofa giwaki fofa hepupe fugupi\nEnglish: dolphins remember children Other: fofa qasepe fofa qofupe digeti\nEnglish: crows praised the child Other: ,fofa giwape kiza qofuki fuguho
Other: yado kelaxu zolewu pepo dicoxu English: the cat slaps a dolphin\nOther: pepo boyomo gizunu yado behixu English: children hit the crow\nOther: pepo boyomo qizuwu yado guvuxu English: children dislike the monkey\nOther: yado kelaxu gizupo yado behimo English: the cat will hit the crows\nOther: pepo dicomo nedewu yado guvuxu English: dolphins touch the monkey\nOther: pepo guvumo qizuwu pepo kelaxu English: ,monkeys dislike a cat
English: the cat slaps a dolphin Other: yado kelaxu zolewu pepo dicoxu\nEnglish: children hit the crow Other: pepo boyomo gizunu yado behixu\nEnglish: children dislike the monkey Other: pepo boyomo qizuwu yado guvuxu\nEnglish: the cat will hit the crows Other: yado kelaxu gizupo yado behimo\nEnglish: dolphins touch the monkey Other: pepo dicomo nedewu yado guvuxu\nEnglish: monkeys dislike a cat Other: ,pepo guvumo qizuwu pepo kelaxu
Other: biva zazufi mova dahuti wumomi English: the crows will hit a cat\nOther: biva dahuti mova xiyuti pozimi English: the cat will dislike a bird\nOther: biva xajoti biva zazuti pozigu English: the child disliked the crow\nOther: mova xiyuti biva dahuti zebego English: a bird remembers the cat\nOther: biva xiyufi biva xajofi wumogo English: the birds hit the children\nOther: mova zazuti mova xiyufi zebemi English: ,a crow will remember birds
English: the crows will hit a cat Other: biva zazufi mova dahuti wumomi\nEnglish: the cat will dislike a bird Other: biva dahuti mova xiyuti pozimi\nEnglish: the child disliked the crow Other: biva xajoti biva zazuti pozigu\nEnglish: a bird remembers the cat Other: mova xiyuti biva dahuti zebego\nEnglish: the birds hit the children Other: biva xiyufi biva xajofi wumogo\nEnglish: a crow will remember birds Other: ,mova zazuti mova xiyufi zebemi
Other: bupeva xodo bujofa falu vakaca English: a bird sees the dog\nOther: ligele falu bupeva falu jetola English: the cats slapped the bird\nOther: lipeva xodo bucewe falu lufahe English: birds will dislike the dolphin\nOther: bupeva xodo bucozi falu ludofi English: a bird will praise the frog\nOther: bucozi falu bupeva xodo lukaca English: the frog will see a bird\nOther: bupeva xodo bucozi falu lukaca English: ,a bird will see the frog
English: a bird sees the dog Other: bupeva xodo bujofa falu vakaca\nEnglish: the cats slapped the bird Other: ligele falu bupeva falu jetola\nEnglish: birds will dislike the dolphin Other: lipeva xodo bucewe falu lufahe\nEnglish: a bird will praise the frog Other: bupeva xodo bucozi falu ludofi\nEnglish: the frog will see a bird Other: bucozi falu bupeva xodo lukaca\nEnglish: a bird will see the frog Other: ,bupeva xodo bucozi falu lukaca
Other: rawixe wodu xihubu nalu cucebo English: cats like the frog\nOther: dusebi nalu cucebo wodu cuvose English: the frog will want a bird\nOther: kenomi wodu xihexo wodu cuhubu English: monkeys remembered a cat\nOther: kebuji nalu cuhexo nalu xihubu English: the monkey hit the cats\nOther: kenomi nalu xiwofe wodu cuhubu English: the crows remembered a cat\nOther: kesebi nalu cuwofe wodu xihexo English: ,the crow wanted monkeys
English: cats like the frog Other: rawixe wodu xihubu nalu cucebo\nEnglish: the frog will want a bird Other: dusebi nalu cucebo wodu cuvose\nEnglish: monkeys remembered a cat Other: kenomi wodu xihexo wodu cuhubu\nEnglish: the monkey hit the cats Other: kebuji nalu cuhexo nalu xihubu\nEnglish: the crows remembered a cat Other: kenomi nalu xiwofe wodu cuhubu\nEnglish: the crow wanted monkeys Other: ,kesebi nalu cuwofe wodu xihexo
Other: nitagu riwu kupogu nelu xokodo English: a frog disliked the person\nOther: kupofu riwu sayifu nelu qewodo English: people remembered the children\nOther: nitafu nelu hopegu nelu joyimu English: the frogs touch the bird\nOther: hopegu nelu nitagu nelu tinimu English: the bird praises the frog\nOther: nitagu nelu kupogu riwu xokori English: the frog will dislike a person\nOther: nitagu riwu nitafu nelu tinido English: ,a frog praised the frogs
English: a frog disliked the person Other: nitagu riwu kupogu nelu xokodo\nEnglish: people remembered the children Other: kupofu riwu sayifu nelu qewodo\nEnglish: the frogs touch the bird Other: nitafu nelu hopegu nelu joyimu\nEnglish: the bird praises the frog Other: hopegu nelu nitagu nelu tinimu\nEnglish: the frog will dislike a person Other: nitagu nelu kupogu riwu xokori\nEnglish: a frog praised the frogs Other: ,nitagu riwu nitafu nelu tinido
Other: leve wabava ximuxe leve riniva English: a dolphin will touch a dog\nOther: leve wabawu ximuli leve riniva English: dolphins touch a dog\nOther: mihi busova gafexe leve gekiwu English: the bird will see people\nOther: mihi riniwu cutili leve busowu English: the dogs remember birds\nOther: mihi cenova cutili mihi jenova English: the cat remembers the frog\nOther: leve gekiwu cutixe leve riniwu English: ,people will remember dogs
English: a dolphin will touch a dog Other: leve wabava ximuxe leve riniva\nEnglish: dolphins touch a dog Other: leve wabawu ximuli leve riniva\nEnglish: the bird will see people Other: mihi busova gafexe leve gekiwu\nEnglish: the dogs remember birds Other: mihi riniwu cutili leve busowu\nEnglish: the cat remembers the frog Other: mihi cenova cutili mihi jenova\nEnglish: people will remember dogs Other: ,leve gekiwu cutixe leve riniwu
Other: turu cenobu budu pirugo tehixi English: a bird will hit the crows\nOther: budu piseya budu pigowe tepera English: the dogs will slap the people\nOther: budu pigaqe budu pinobu pecage English: the dolphins saw the birds\nOther: turu pinobu turu cegaqe pepera English: birds slapped a dolphin\nOther: turu ceqada turu cerugo zifice English: a monkey touches a crow\nOther: budu cenobu turu pirugo tefice English: ,the bird will touch crows
English: a bird will hit the crows Other: turu cenobu budu pirugo tehixi\nEnglish: the dogs will slap the people Other: budu piseya budu pigowe tepera\nEnglish: the dolphins saw the birds Other: budu pigaqe budu pinobu pecage\nEnglish: birds slapped a dolphin Other: turu pinobu turu cegaqe pepera\nEnglish: a monkey touches a crow Other: turu ceqada turu cerugo zifice\nEnglish: the bird will touch crows Other: ,budu cenobu turu pirugo tefice
Other: faxe xupapa faxe xutaro voqapo English: monkeys want dolphins\nOther: beve dolopi beve xunusa kaqeja English: the frog will hit the dogs\nOther: beve dotaro faxe dolopi regizi English: the dolphin touched a frog\nOther: beve doholi faxe xupapa reqapo English: the bird wanted monkeys\nOther: faxe dorike faxe xutaro vogizi English: a cat touches dolphins\nOther: faxe dopapa faxe xutaro reqapo English: ,a monkey wanted dolphins
English: monkeys want dolphins Other: faxe xupapa faxe xutaro voqapo\nEnglish: the frog will hit the dogs Other: beve dolopi beve xunusa kaqeja\nEnglish: the dolphin touched a frog Other: beve dotaro faxe dolopi regizi\nEnglish: the bird wanted monkeys Other: beve doholi faxe xupapa reqapo\nEnglish: a cat touches dolphins Other: faxe dorike faxe xutaro vogizi\nEnglish: a monkey wanted dolphins Other: ,faxe dopapa faxe xutaro reqapo
Other: lumibe lude dodera feta hiboje English: the frogs will remember a cat\nOther: budebe lude dodera lude xavora English: the frogs will praise the dogs\nOther: cuvobe lude fikije lude vizira English: the crow will like the dolphins\nOther: hacuja lude yozeje feta dodera English: the child slapped frogs\nOther: budeja feta xavora lude vizije English: dogs praised the dolphin\nOther: budeja lude vizira feta xavora English: ,the dolphins praised dogs
English: the frogs will remember a cat Other: lumibe lude dodera feta hiboje\nEnglish: the frogs will praise the dogs Other: budebe lude dodera lude xavora\nEnglish: the crow will like the dolphins Other: cuvobe lude fikije lude vizira\nEnglish: the child slapped frogs Other: hacuja lude yozeje feta dodera\nEnglish: dogs praised the dolphin Other: budeja feta xavora lude vizije\nEnglish: the dolphins praised dogs Other: ,budeja lude vizira feta xavora
